id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,target
sample_1708,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,43,1,0,0,1,1,0,0.947
sample_1712,23,3,0,0,28,0,38,3,38,1,39,6,1,1,1,0,16,0,26,7,0,17,1,11,7,39,1,0,0,0,0,0,0.891
sample_1714,2,4,0,0,44,0,45,2,45,1,46,7,1,1,1,1,44,6,45,8,0,17,1,45,6,3,9,0,0,0,0,2,0.947
sample_1715,35,19,0,0,38,0,37,0,37,3,38,6,1,1,1,1,31,6,31,7,0,17,1,40,7,35,1,0,0,0,0,0,0.891
sample_1717,15,3,0,0,18,0,18,0,18,3,18,6,1,1,1,0,19,0,16,0,0,17,1,33,19,21,1,0,0,0,0,2,0.935
sample_1718,2,3,0,0,5,0,5,2,5,0,5,7,1,1,1,0,17,0,2,0,0,17,1,29,19,33,6,0,0,0,0,0,0.902
sample_1719,27,3,0,0,27,0,27,3,27,0,28,6,1,1,1,1,39,0,24,0,0,17,1,18,19,26,1,0,0,0,0,0,0.891
sample_1721,26,1,0,0,0,2,0,0,0,0,0,2,1,1,1,0,27,3,9,11,0,0,1,31,7,30,1,0,0,1,1,0,0.936
sample_1722,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,2,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1723,8,1,0,0,27,1,27,0,27,3,28,7,1,1,1,0,8,1,24,1,0,0,1,18,5,26,1,0,0,1,1,0,0.925
sample_1724,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,2,1,2,0.971
sample_1725,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,2,1,0,0.947
sample_1726,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,3,26,1,0,0,1,1,0,0.936
sample_1727,26,14,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,2,9,10,0,0,1,31,3,30,1,0,0,1,1,2,0.971
sample_173,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,18,1,23,1,12,1,0,0,1,1,0,0.925
sample_1731,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,2,18,1,0,0,1,23,3,12,1,0,0,2,1,0,0.925
sample_1732,8,2,0,0,27,0,27,2,27,0,28,3,1,1,1,0,8,3,24,3,0,0,1,18,3,26,1,0,0,1,1,0,0.958
sample_1733,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,2,1,2,0.983
sample_1734,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,3,12,1,0,0,2,1,0,0.947
sample_1735,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.936
sample_1736,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,1,9,3,0,0,1,31,1,30,1,0,0,1,1,2,0.971
sample_1738,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,2,1,0,0.936
sample_174,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,18,1,18,1,26,1,0,0,1,1,2,0.983
sample_1741,8,1,0,0,27,0,27,2,27,0,28,7,1,1,1,0,8,2,24,3,0,0,1,18,5,26,1,0,0,1,1,0,0.936
sample_1742,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,2,1,2,0.995
sample_1743,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,3,12,1,0,0,2,1,0,0.936
sample_1745,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,2,0.983
sample_1747,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,2,1,0,0.936
sample_1748,26,1,0,0,0,1,0,2,0,1,0,2,1,1,1,0,27,3,9,1,0,0,1,31,3,30,1,0,0,1,1,2,0.971
sample_1749,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,2,18,12,0,0,1,23,3,12,1,0,0,1,1,0,0.925
sample_175,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,1,9,5,0,18,1,31,1,30,1,0,0,1,1,0,0.947
sample_1752,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,5,30,1,0,0,1,1,0,0.925
sample_1753,3,2,0,0,22,0,22,2,22,0,23,3,1,1,1,0,24,1,18,1,0,0,1,18,3,26,1,0,0,1,1,0,0.947
sample_1754,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,11,0,0,1,31,3,30,1,0,0,1,1,0,0.983
sample_1755,3,2,0,0,22,0,22,0,22,3,23,7,1,1,1,0,24,1,18,3,0,0,1,18,3,26,1,0,0,1,1,2,0.971
sample_1756,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,3,30,1,0,0,1,1,0,0.936
sample_1758,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,11,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1759,3,2,0,0,22,1,22,0,22,3,23,3,1,1,1,0,24,2,18,1,0,0,1,18,7,26,1,0,0,1,1,0,0.947
sample_1760,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,5,30,1,0,0,1,1,2,0.977
sample_1761,3,2,0,0,22,1,22,0,22,3,23,7,1,1,1,0,24,1,18,10,0,0,1,18,3,26,1,0,0,1,1,0,0.925
sample_1762,26,16,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,6,0,0,1,31,20,30,1,0,0,1,1,0,0.936
sample_1764,26,16,0,0,0,2,0,2,0,0,0,0,1,1,1,0,27,3,9,6,0,0,1,31,20,30,1,0,0,1,1,0,0.971
sample_1765,3,14,0,0,22,2,22,2,22,1,23,0,1,1,1,0,24,3,18,1,0,0,1,18,20,26,1,0,0,1,1,0,0.925
sample_1766,26,14,0,0,0,2,0,0,0,0,0,1,1,1,1,0,27,9,9,5,0,0,1,31,19,30,1,0,0,1,1,0,0.936
sample_1767,3,14,0,0,22,2,22,2,22,0,23,0,1,1,1,0,24,2,18,0,0,0,1,18,11,26,1,0,0,1,1,2,0.995
sample_1768,26,1,0,0,0,2,0,2,0,0,0,0,1,1,1,0,27,2,9,0,0,0,1,31,8,30,1,0,0,1,1,0,0.925
sample_177,8,2,0,0,27,0,27,0,27,3,28,3,1,1,1,0,8,3,24,1,0,18,1,18,5,26,1,0,0,1,1,2,0.98
sample_1770,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,57,0,55,7,9,0,1,23,11,12,1,0,0,1,1,2,0.983
sample_1771,8,2,0,0,27,1,27,0,27,3,28,7,1,1,1,0,8,0,24,8,0,0,1,18,19,26,1,0,0,2,1,0,0.925
sample_1772,26,14,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1773,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1774,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,2,1,0,0.925
sample_1775,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,1,9,3,0,0,1,31,1,30,1,0,0,2,1,0,0.925
sample_1776,3,1,0,0,22,0,22,2,22,0,23,3,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1777,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,2,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.936
sample_1778,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1779,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1784,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_1785,3,1,0,0,22,0,22,0,22,3,23,3,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1786,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1787,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.947
sample_179,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,3,0,18,1,23,3,12,1,0,0,1,1,0,0.925
sample_1790,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1792,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.947
sample_1793,26,1,0,0,0,1,0,0,0,5,0,7,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_1795,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.913
sample_1797,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,2,18,3,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1798,8,2,0,0,27,0,27,0,27,3,28,7,1,1,1,0,8,1,24,10,0,0,1,18,5,26,1,0,0,1,1,0,0.925
sample_1799,26,1,0,0,0,1,0,2,0,1,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_180,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,18,1,18,1,26,1,0,0,1,1,2,0.983
sample_1801,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1803,3,2,0,0,22,1,22,2,22,0,23,3,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1805,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_1808,26,1,0,0,0,0,0,2,0,1,0,2,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_181,26,1,0,0,0,1,0,2,0,0,0,7,1,1,1,0,27,2,9,1,0,18,1,31,1,30,1,0,0,1,1,0,0.936
sample_1811,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,2,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1812,3,2,0,0,22,1,22,4,22,3,23,7,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1814,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1817,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,5,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1818,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1819,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_182,3,1,0,0,22,0,22,2,22,3,23,0,1,1,1,0,24,3,18,3,0,18,1,23,1,12,1,0,0,1,1,8,0.928
sample_1820,26,1,0,0,0,1,0,2,0,3,0,7,1,1,1,0,27,1,9,10,0,0,1,31,5,30,1,0,0,1,1,0,0.925
sample_1821,3,2,0,0,22,1,22,0,22,5,23,7,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1822,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1823,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,1,9,1,0,0,1,31,5,30,1,0,0,1,1,0,0.936
sample_1824,3,2,0,0,22,1,22,0,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.995
sample_1825,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.936
sample_1826,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1827,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.983
sample_1828,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.971
sample_1829,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,1,9,10,0,0,1,31,5,30,1,0,0,1,1,0,0.925
sample_1832,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,2,18,10,0,0,1,23,1,12,1,0,0,1,1,2,0.995
sample_1836,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1837,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,18,1,26,1,0,0,1,1,2,0.971
sample_184,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,18,1,31,1,30,1,0,0,1,1,0,0.925
sample_1840,3,14,0,0,22,0,22,0,22,3,23,0,1,1,1,0,24,2,18,3,0,12,1,23,1,12,1,0,0,2,1,0,0.913
sample_1842,26,2,0,0,0,1,0,0,0,0,0,2,1,1,1,0,36,3,0,10,0,0,1,35,1,34,1,0,0,2,1,0,0.925
sample_1843,3,1,0,0,22,1,22,0,22,0,23,2,1,1,1,0,24,2,18,5,0,12,1,23,5,12,1,0,0,2,1,2,0.959
sample_1844,8,14,0,0,27,1,27,7,27,3,28,2,1,1,1,0,8,2,24,1,0,13,1,18,5,26,1,0,0,2,1,0,0.936
sample_1845,26,1,0,0,0,1,0,7,0,0,0,0,1,1,1,0,27,2,9,1,0,0,1,31,5,30,1,0,0,1,1,2,0.983
sample_1846,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1847,26,1,0,0,0,2,0,4,0,5,0,3,1,1,1,0,27,3,9,3,0,0,1,31,1,30,1,0,0,1,1,2,0.965
sample_1849,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,1,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1851,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,3,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1853,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_1856,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_1857,26,2,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1858,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1859,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.913
sample_186,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,2,1,23,5,12,1,0,0,1,1,2,0.959
sample_1860,26,2,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,3,9,1,0,0,1,31,5,30,1,0,0,1,1,0,0.902
sample_1861,3,2,0,0,22,1,22,2,22,1,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.959
sample_1862,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.936
sample_1864,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1865,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.913
sample_1866,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,5,30,1,0,0,1,1,0,0.925
sample_1867,3,2,0,0,22,1,22,2,22,0,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.959
sample_1868,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1869,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_187,8,2,0,0,27,1,27,0,27,3,28,7,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1870,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,5,12,1,0,0,1,1,2,0.947
sample_1871,8,2,0,0,27,2,27,0,27,0,28,3,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_1872,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_1873,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.959
sample_1875,3,2,0,0,22,0,22,0,22,3,23,7,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.959
sample_1877,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.902
sample_1878,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,5,26,1,0,0,1,1,0,0.913
sample_1880,3,2,0,0,22,3,22,4,22,5,23,3,1,1,1,0,24,3,18,0,0,0,1,23,1,12,1,0,0,1,1,0,0.902
sample_1882,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,2,0.935
sample_1883,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,1,12,1,0,0,1,1,0,0.902
sample_1884,8,2,0,0,27,1,27,0,27,3,28,7,1,1,1,0,8,2,24,1,0,0,1,18,5,26,1,0,0,1,1,0,0.902
sample_1886,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.902
sample_1887,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.891
sample_1889,3,2,0,0,22,1,22,4,22,5,23,7,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_189,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,3,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1890,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,2,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_1891,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,2,0.947
sample_1894,26,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.947
sample_1895,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.891
sample_1896,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1898,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_1899,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.891
sample_190,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_1900,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,5,12,1,0,0,1,1,2,0.947
sample_1903,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.935
sample_1904,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.891
sample_1905,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,1,9,3,0,0,1,31,1,30,1,0,0,2,1,0,0.913
sample_1907,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_1909,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,3,12,1,0,0,1,1,2,0.923
sample_1910,8,2,0,0,27,1,27,0,27,3,28,7,1,1,1,0,8,1,24,3,0,0,1,18,3,26,1,0,0,1,1,0,0.913
sample_1911,26,2,0,0,0,2,0,4,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1912,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.935
sample_1913,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.891
sample_1916,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.935
sample_1920,3,2,0,0,22,3,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_1924,18,2,0,0,13,3,13,0,13,0,13,0,1,0,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_1926,3,16,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.998
sample_1928,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_1929,3,2,0,0,22,3,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_1930,18,16,0,0,13,2,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_1931,26,16,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.943
sample_1932,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.985
sample_1933,18,2,0,0,13,3,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_1934,26,2,0,0,0,2,0,4,0,3,0,3,1,1,1,0,27,1,9,1,0,15,1,31,1,30,1,6,4,0,1,7,0.93
sample_1935,3,16,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.985
sample_1936,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,8,4,0,1,7,0.943
sample_1937,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_1938,3,2,0,0,22,3,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_1939,18,16,0,0,13,1,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.955
sample_194,26,1,0,0,0,1,0,2,0,1,0,0,1,1,1,0,27,3,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1940,26,14,0,0,0,1,0,2,0,1,0,2,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.955
sample_1941,3,1,0,0,22,1,22,2,22,1,23,2,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_1942,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_1944,3,16,0,0,22,1,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.985
sample_1945,18,1,0,0,13,1,13,2,13,1,13,2,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,8,4,0,1,7,0.955
sample_1946,26,2,0,0,0,2,0,4,0,3,0,3,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_1947,3,2,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,7,0.93
sample_1948,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,8,4,0,1,7,0.918
sample_195,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,3,0,0,1,23,1,12,1,0,0,1,1,2,0.959
sample_1950,3,2,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,7,0.93
sample_1952,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_1954,18,1,0,0,13,2,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_1955,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_1957,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,8,4,0,1,7,0.93
sample_1958,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_196,8,1,0,0,27,0,27,0,27,3,28,7,1,1,1,0,8,1,24,3,0,0,1,18,1,26,1,0,0,1,1,0,0.936
sample_1960,18,1,0,0,13,2,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
